doc_n,date,title
2018106805.0,2019-08-26,СТЕРЖЕНЬ ДЛЯ КИРПИЧНОЙ ПАНЕЛИ СЕЙСМОСТОЙКОГО ЗДАНИЯ
2018118303.0,2019-11-18,Многопустотная панель перекрытия
2018102913.0,2019-07-25,ПРОТИВОВЗРЫВНАЯ ПАНЕЛЬ С ДОПОЛНИТЕЛЬНЫМ ДЕМПФЕРОМ
2017120514.0,2018-12-13,РОЛЛЕТА ДЛЯ БАССЕЙНА
2018107156.0,2019-08-26,СТАЛЬНАЯ РЕШЁТЧАТАЯ КОНСТРУКЦИЯ ПОКРЫТИЯ
2018131048.0,2020-02-28,СТРОИТЕЛЬНЫЙ БЛОК
2017137418.0,2019-04-26,СЕЙСМИЧЕСКОЕ УСТРОЙСТВО ДЛЯ ИЗОЛЯЦИИ ЗДАНИЙ
2016126703.0,2018-01-12,ПРОТИВОВЗРЫВНАЯ ПАНЕЛЬ КОЧЕТОВА С ДЕМПФИРУЮЩИМ УСТРОЙСТВОМ
2016126713.0,2018-01-12,СЕЙСМОСТОЙКОЕ ЗДАНИЕ КОЧЕТОВА
2016127294.0,2018-01-15,"МОБИЛЬНЫЙ, БЫСТРО ВОЗВОДИМЫЙ ФУНДАМЕНТ ДЛЯ ВРЕМЕННЫХ КАРКАСНО-ЩИТОВЫХ ЗДАНИЙ"
2019106764.0,2020-10-01,УСОВЕРШЕНСТВОВАНИЯ В ОПАЛУБКЕ
2017134367.0,2019-04-03,СПОСОБ ИЗГОТОВЛЕНИЯ БАЛКОНА И БАЛКОН
2017131831.0,2019-03-13,МНОГОСЛОЙНЫЙ УПРУГИЙ ЗВУКОИЗОЛИРУЮЩИЙ МАТЕРИАЛ
2016151531.0,2018-06-26,Применение способа изготовления многослойных строительных изделий в качестве Водонепроницаемой поверхности по грунту
2017123978.0,2019-01-09,УЗЕЛ ЗУБА КОВША КАРЬЕРНОГО ЭКСКАВАТОРА
2016141551.0,2018-04-24,Наружная многослойная монолитная стена многоэтажного здания
2016145248.0,2018-05-21,УСТРОЙСТВО ПОДБОРА РАЗМЕРА ОТВЕРСТИЯ ДЛЯ ЛЕГКОСБРАСЫВАЕМОГО ЭЛЕМЕНТА ВЗРЫВОБЕЗОПАСНОЙ КОНСТРУКЦИИ ЗДАНИЯ
2016145530.0,2018-05-21,АРМАТУРНЫЙ СТЕРЖЕНЬ ПЕРИОДИЧЕСКОГО ПРОФИЛЯ
2016146293.0,2018-05-25,ЗВУКОПОГЛОЩАЮЩИЙ ЭЛЕМЕНТ КОЛЬЦЕВОГО ТИПА
2016146295.0,2018-05-25,ЗВУКОПОГЛОЩАЮЩИЙ ЭЛЕМЕНТ ВИНТОВОГО ТИПА
2016148372.0,2018-06-09,ЗВУКОПОГЛОЩАЮЩИЙ ЭЛЕМЕНТ ВИНТОВОГО ТИПА
2018114378.0,2019-10-18,СПОСОБ КОПАНИЯ ОДНОКОВШОВЫМ ГИДРАВЛИЧЕСКИМ ЭКСКАВАТОРОМ И ОДНОКОВШОВЫЙ ГИДРАВЛИЧЕСКИЙ ЭКСКАВАТОР
2018128866.0,2020-02-06,ВАКУУМНАЯ ЗВУКОИЗОЛИРУЮЩАЯ ПАНЕЛЬ
2018128445.0,2020-02-04,ГРУНТОВЫЙ ЭЛЕМЕНТ В ОБОЛОЧКЕ ИЗ ГЕОСИНТЕТИЧЕСКОГО МАТЕРИАЛА
2017143381.0,2019-06-13,СЕЙСМОСТОЙКОЕ ЗДАНИЕ С СИСТЕМОЙ РЕГИСТРАЦИИ ПОВЫШЕННЫХ УРОВНЕЙ ВИБРАЦИИ
2018120169.0,2019-12-05,"СИСТЕМЫ, СПОСОБЫ, УСТРОЙСТВО И КОМПОЗИЦИИ ДЛЯ СТРОИТЕЛЬНЫХ МАТЕРИАЛОВ И СТРОИТЕЛЬСТВА"
2018126536.0,2020-01-20,СПОСОБ ПОЭТАПНОЙ ПРОМЫВКИ РУСЛООТВОДНОГО КАНАЛА С УЧЕТОМ ПРИРОДООХРАННЫХ ТРЕБОВАНИЙ
2016126434.0,2018-01-11,Береговое укрытие с управляемым климатом
2018105955.0,2019-08-19,СЕЙСМОСТОЙКОЕ ЗДАНИЕ
2018127352.0,2020-01-27,"ПРУЖИННЫЙ ВИБРОИЗОЛЯТОР ДЛЯ ФУНДАМЕНТОВ ЗДАНИЙ, РАБОТАЮЩИХ В СЕЙСМИЧЕСКИ ОПАСНЫХ РАЙОНАХ"
2018127089.0,2020-01-23,Устройство для очистки водоёмов и добычи илистых грунтов
2018127156.0,2020-01-23,Устройство для очистки водоёмов и добычи сапропеля
2018127162.0,2020-01-23,Устройство для очистки водоёмов и добычи сапропеля
2018127165.0,2020-01-23,Устройство для очистки водоёмов и добычи сапропеля
2017142994.0,2019-06-13,СПОСОБ И УСТРОЙСТВО ДЛЯ ИЗГОТОВЛЕНИЯ ПРОФИЛЬНОГО ЭЛЕМЕНТА
2016137994.0,2018-03-27,ВИБРОИЗОЛИРУЮЩИЙ ФУНДАМЕНТ С ИНЕРЦИОННЫМИ МАССАМИ
2017113399.0,2018-10-18,ЗВУКОИЗОЛИРУЮЩЕЕ ОГРАЖДЕНИЕ С СИСТЕМОЙ ВИБРОИЗОЛЯЦИИ
2018137093.0,2018-12-18,"Способ гашения кинетической энергии падающего потока, бассейн диссипации энергии водного потока (варианты), устройство для дифференцирования скорости потока жидкости по его сечению, гаситель энергии потока дифференциальный, способ гашения кинетической энергии жидкости дифференциальный, способ защиты рек от размыва на водосбросах, берегов морей от размыва в прибрежной зоне, устройство для защиты берегов морей от размыва, способ намыва берегов морей за счёт энергии морских волн в прибрежной зоне, устройство намыва берегов морей за счёт энергии морских волн в прибрежной зоне"
2018106261.0,2019-08-20,СТЕРЖЕНЬ ДЛЯ КИРПИЧНОЙ ПАНЕЛИ СЕЙСМОСТОЙКОГО ЗДАНИЯ
2018106799.0,2019-08-26,УБЕЖИЩЕ
2018106860.0,2019-08-26,УБЕЖИЩЕ С ЗАЩИТОЙ ОТ ЭЛЕКТРОМАГНИТНОГО ИЗЛУЧЕНИЯ
2018101279.0,2019-07-15,"КАБИНА ОПЕРАТОРА, РАБОТАЮЩЕГО В УСЛОВИЯХ ПОВЫШЕННОЙ ЗАПЫЛЕННОСТИ И ВЫСОКИХ УРОВНЕЙ ШУМА"
2018106815.0,2019-08-27,УСТРОЙСТВО ВЗРЫВОЗАЩИТЫ С ПРЕДОХРАНИТЕЛЬНЫМ КЛАПАНОМ
2018103653.0,2019-08-01,ВИБРОИЗОЛИРОВАННЫЙ ФУНДАМЕНТ ПРОИЗВОДСТВЕННОГО ЗДАНИЯ
2018105292.0,2019-08-13,АКУСТИЧЕСКИЙ ЭКРАН ДЛЯ ПРЯДИЛЬНЫХ МАШИН ТИПА ПСК
2017113400.0,2018-10-18,ЗВУКОИЗОЛИРУЮЩЕЕ ОГРАЖДЕНИЕ С СИСТЕМОЙ ШУМОГЛУШЕНИЯ
2017114283.0,2018-10-25,ВЗРЫВОЗАЩИТНАЯ РАЗРУШАЮЩАЯСЯ КОНСТРУКЦИЯ ОГРАЖДЕНИЯ ЗДАНИЙ
2018106842.0,2019-08-26,УБЕЖИЩЕ С ЗАЩИТОЙ ОТ ЭЛЕКТРОМАГНИТНОГО ИЗЛУЧЕНИЯ
2019109977.0,2020-10-08,МОНТАЖНОЕ ПРИСПОСОБЛЕНИЕ ДЛЯ КРЕПЛЕНИЯ ФИТИНГОВ К УСТЬЮ ОТВЕРСТИЯ
2017127770.0,2019-02-04,РАСКЛАДЫВАЮЩАЯСЯ СБОРНАЯ КОНСТРУКЦИЯ И СПОСОБ ЕЕ СБОРКИ
2017128432.0,2019-02-11,"ПРИМЕНЕНИЕ СТАЛЬНЫХ ТРУБ ДЛЯ МОРСКИХ СООРУЖЕНИЙ, А ТАКЖЕ СОДЕРЖАЩАЯ ОДНУ ИЗ СТАЛЬНЫХ ТРУБ ОПОРНАЯ КОНСТРУКЦИЯ МОРСКОГО СООРУЖЕНИЯ"
2016126714.0,2018-01-12,МАЛОШУМНОЕ ЗДАНИЕ
2016126718.0,2018-01-12,ПРОИЗВОДСТВЕННОЕ ЗДАНИЕ КОЧЕТОВА С АКУСТИЧЕСКОЙ ОТДЕЛКОЙ
2016137830.0,2018-12-12,"ПЕНЫ И ОГНЕСТОЙКИЕ ИЗДЕЛИЯ, ПОЛУЧЕННЫЕ ИЗ ПЕН, СОДЕРЖАЩИХ 1-ХЛОР-3, 3, 3-ТРИФТОРПРОПЕН (1233ZD)"
2016142836.0,2018-05-03,3D ПРИНТЕР ДЛЯ ПОДВОДНОЙ ПЕЧАТИ ОБЪЕКТОВ
2017102125.0,2018-07-24,Колонна из трубобетона
2017140418.0,2019-07-30,ЦИЛИНДРИЧЕСКАЯ ТЕПЛОЗАЩИТНАЯ ОБОЛОЧКА И КОЛПАЧОК
2019111052.0,2020-10-12,"Арочные памятники из кованых элементов для круглогодичной установки (""Конструктор памятников из готовых элементов"")"
2018116784.0,2019-11-05,"Способ, предотвращающий пучение грунта под низкотемпературными объектами, и устройство для его осуществления"
2018117809.0,2019-11-14,СПОСОБ ТЕПЛОИЗОЛЯЦИИ СТЕН
2016143218.0,2018-05-03,УСТРОЙСТВО СОСТАВНОГО МОБИЛЬНОГО ДЕРИВАЦИОННОГО ВОДОВОДА И СПОСОБ ЕГО ВОЗВЕДЕНИЯ
2016143476.0,2018-05-04,ДОЩАТОКЛЕЕНАЯ ПОДКРАНОВАЯ БАЛКА
2016146633.0,2018-05-28,СПОСОБ ФОРМИРОВАНИЯ ТОРЦОВ МОНОЛИТНОЙ ЧАСТИ ПЕРЕКРЫТИЯ И КОНСТРУКТИВНЫЙ ЭЛЕМЕНТ ДЛЯ ЕГО ОСУЩЕСТВЛЕНИЯ
2017112457.0,2018-10-11,СПОСОБ ВОЗВЕДЕНИЯ СТРЕЛЬЧАТЫХ КУПОЛЬНЫХ КОНСТРУКЦИЙ
2016147686.0,2018-06-06,"Способ строительства железобетонных высотных сооружений с малым внутренним диаметром, с малым уклоном ствола и большой толщиной стенки, например, опорных башен и мачт"
2018113917.0,2019-10-18,ЗВУКОПОГЛОЩАЮЩИЙ ЭЛЕМЕНТ КОЛЬЦЕВОГО ТИПА
2018114037.0,2019-10-17,СПОСОБ АКУСТИЧЕСКОЙ ЗАЩИТЫ ОПЕРАТОРА
2018114046.0,2019-10-18,АКУСТИЧЕСКИЙ ЭКРАН ДЛЯ ПРЯДИЛЬНЫХ МАШИН ТИПА ПСК
2018113916.0,2019-10-17,ОГРАЖДЕНИЕ АКУСТИЧЕСКОЕ
2018114054.0,2019-10-17,СИММЕТРИЧНЫЙ ЗВУКОПОГЛОЩАЮЩИЙ ЭЛЕМЕНТ
2018114032.0,2019-10-17,ЗВУКОИЗОЛИРУЮЩИЙ КОЖУХ С СИСТЕМОЙ ВИБРОИЗОЛЯЦИИ
2017140719.0,2019-05-23,Свая
2016137986.0,2018-03-27,ПРЕДОХРАНИТЕЛЬНАЯ РАЗРУШАЮЩАЯСЯ КОНСТРУКЦИЯ ОГРАЖДЕНИЯ ЗДАНИЙ
2018112750.0,2019-10-10,ЗВУКОПОГЛОЩАЮЩИЙ ЭЛЕМЕНТ ВИНТОВОГО ТИПА
2018112819.0,2019-10-10,ПАНЕЛЬ ШУМОПОГЛОЩАЮЩАЯ
2018112847.0,2019-10-10,ЗВУКОИЗОЛИРУЮЩИЙ КОЖУХ СО ВСТРОЕННОЙ СИСТЕМОЙ ВИБРОИЗОЛЯЦИИ
2018112852.0,2019-10-10,ЗВУКОИЗОЛИРУЮЩИЙ КОЖУХ С СИСТЕМОЙ АЭРОДИНАМИЧЕСКОГО ШУМОГЛУШЕНИЯ
2018112857.0,2019-10-10,СПОСОБ ЗВУКОИЗОЛЯЦИИ
2017117290.0,2018-11-19,Технология утепления пола в деревянных строениях с применением рулонной теплоизоляции
2018109943.0,2019-09-24,ВЗРЫВОЗАЩИТНОЕ УСТРОЙСТВО С РАЗРЫВНОЙ МЕМБРАНОЙ
2701275.0,2019-09-25,СПОСОБ И СБОРНЫЙ УЗЕЛ ДЛЯ ОБЛИЦОВКИ ИЛИ ОБШИВКИ ЗДАНИЙ
2018110456.0,2019-09-26,"КАБИНА ОПЕРАТОРА, РАБОТАЮЩЕГО В УСЛОВИЯХ ПОВЫШЕННОЙ ЗАПЫЛЕННОСТИ, ВЫСОКИХ УРОВНЕЙ ШУМА И ВИБРАЦИИ"
2016138003.0,2018-03-27,ПРОТИВОВЗРЫВНАЯ ПАНЕЛЬ
2017114286.0,2018-10-25,КОНСТРУКЦИЯ ПОЛА НА УПРУГОМ ОСНОВАНИИ
2017125355.0,2019-01-23,ИНТЕГРИРОВАННАЯ ПОТОЛОЧНАЯ И ОСВЕТИТЕЛЬНАЯ СИСТЕМА
2018109899.0,2019-09-23,МАЛОШУМНОЕ СЕЙСМОСТОЙКОЕ ПРОИЗВОДСТВЕННОЕ ЗДАНИЕ
2017114288.0,2018-10-25,СПОСОБ ЗАЩИТЫ ПРОИЗВОДСТВЕННЫХ ЗДАНИЙ И СООРУЖЕНИЙ ОТ ЧРЕЗВЫЧАЙНОЙ СИТУАЦИИ ВЗРЫВНОГО ХАРАКТЕРА
2017122259.0,2018-12-26,СПОСОБ ПРЕДОТВРАЩЕНИЯ ПОСЛЕДСТВИЙ НАВОДНЕНИЯ
2018109949.0,2019-09-23,СОЕДИНИТЕЛЬНЫЙ ЭЛЕМЕНТ ДЛЯ БЛОКОВ СЕЙСМОСТОЙКОГО ОБЪЕКТА
2018110109.0,2019-09-23,ВЗРЫВОЗАЩИТНОЕ УСТРОЙСТВО С РАЗРЫВНОЙ МЕМБРАНОЙ
2017114293.0,2018-10-25,ВЗРЫВОЗАЩИТНАЯ ПЛИТА
2018108514.0,2019-09-12,СЕЙСМОСТОЙКОЕ МАЛОШУМНОЕ ЗДАНИЕ
2018108499.0,2019-09-12,МАЛОШУМНОЕ СЕЙСМОСТОЙКОЕ ПРОИЗВОДСТВЕННОЕ ЗДАНИЕ
2019106371.0,2020-09-07,Способ оценки вариантов восстановления зданий
2017136702.0,2019-04-18,СПОСОБ ИЗГОТОВЛЕНИЯ АРМИРОВАННЫХ ИЗДЕЛИЙ ИЗ АВТОКЛАВНОГО ГАЗОБЕТОНА И ИЗДЕЛИЕ
2700136.0,2019-09-12,ЗАЖИМ ДЛЯ СИСТЕМЫ ФИКСАЦИИ РАБОЧЕГО ОРУДИЯ
2017112629.0,2018-10-12,СПОСОБ СОЗДАНИЯ ПРОТИВОФИЛЬТРАЦИОННЫХ ЗАВЕС НА НАКОПИТЕЛЯХ ОТХОДОВ
2017114295.0,2018-10-25,СПОСОБ ВЗРЫВОЗАЩИТЫ С ДЕМПФИРУЮЩИМ УСТРОЙСТВОМ
2018106813.0,2019-08-26,ШТУЧНЫЙ ЗВУКОПОГЛОТИТЕЛЬ
2018106837.0,2019-08-27,МАЛОШУМНОЕ СЕЙСМОСТОЙКОЕ ПРОИЗВОДСТВЕННОЕ ЗДАНИЕ
2018106846.0,2019-08-26,СПОСОБ ВЗРЫВОЗАЩИТЫ ПРОИЗВОДСТВЕННЫХ ЗДАНИЙ
2018106850.0,2019-08-26,СЕЙСМОСТОЙКОЕ ЗДАНИЕ
2018106858.0,2019-08-26,АКУСТИЧЕСКОЕ УСТРОЙСТВО
2016138124.0,2018-03-29,"Фотоэлектрическая конструкционная стена, здание, строительный комплекс и способ изготовления фотоэлектрической конструкционной стены (варианты)"
2019103135.0,2020-08-18,Способ выбора вида ремонтных работ на основе результатов обследования и мониторинга технического состояния зданий
2017134446.0,2019-04-03,ИЗОЛЯЦИОННАЯ ПАНЕЛЬ НА ОСНОВЕ МЕХАНИЧЕСКИ УСИЛЕННОГО ПЕНОМАТЕРИАЛА И СПОСОБЫ ЕЕ ИЗГОТОВЛЕНИЯ
2018138870.0,2020-05-12,СТЕРЖЕНЬ ДЛЯ КИРПИЧНОЙ ПАНЕЛИ СЕЙСМОСТОЙКОГО ОБЪЕКТА
2018106291.0,2019-08-20,АКУСТИЧЕСКАЯ КАБИНА
2018106309.0,2019-08-20,АКУСТИЧЕСКОЕ УСТРОЙСТВО
2018117727.0,2019-11-14,Панель
2017108517.0,2019-01-23,УСТРОЙСТВО ДЛЯ УСТАНОВКИ И ОТСОЕДИНЕНИЯ МАГНИТНОЙ МУФТЫ ОТ ЭЛЕМЕНТОВ ОБОРУДОВАНИЯ
2018106260.0,2019-08-20,СТЕНОВАЯ РЕЗОНАНСНАЯ ПАНЕЛЬ
2018105945.0,2019-08-16,ПРОТИВОВЗРЫВНАЯ ПАНЕЛЬ
2018105950.0,2019-08-16,СПОСОБ ВЗРЫВОЗАЩИТЫ С ДЕМПФИРУЮЩИМ УСТРОЙСТВОМ
2018105951.0,2019-08-16,СПОСОБ ВЗРЫВОЗАЩИТЫ ПРОИЗВОДСТВЕННЫХ ЗДАНИЙ
2018105313.0,2019-08-13,"КАБИНА ОПЕРАТОРА, РАБОТАЮЩЕГО В УСЛОВИЯХ ПОВЫШЕННОЙ ЗАПЫЛЕННОСТИ И ВЫСОКИХ УРОВНЕЙ ШУМА"
2016128638.0,2018-01-25,СИСТЕМА УМЕНЬШЕНИЯ СЕЙСМИЧЕСКИХ ПОВРЕЖДЕНИЙ ДЛЯ ПЕРЕГОРОДОК
2018105307.0,2019-08-13,ЗВУКОПОГЛОЩАЮЩИЙ ЭЛЕМЕНТ
2018103658.0,2019-08-02,ЗВУКОПОГЛОЩАЮЩАЯ КОНСТРУКЦИЯ
2018126046.0,2018-09-17,Строительный блок (варианты)
2018101898.0,2019-07-18,ЗВУКОПОГЛОЩАЮЩИЙ ЭЛЕМЕНТ С РЕЗОНАНСНЫМИ ВСТАВКАМИ
2018102909.0,2019-07-25,КОМПЛЕКС ДЛЯ АКУСТИЧЕСКОЙ ЗАЩИТЫ ОПЕРАТОРА
2018102911.0,2019-07-25,ЗВУКОИЗОЛИРУЮЩИЙ КОЖУХ
2018136182.0,2020-04-13,СТРОИТЕЛЬНЫЙ РОБОТИЗИРОВАННЫЙ КОМПЛЕКС АВТОМАТИЧЕСКОЙ СБОРКИ ЗДАНИЙ И СООРУЖЕНИЙ ШУМОВСКОГО
2018101888.0,2019-07-19,ЗВУКОПОГЛОЩАЮЩИЙ ЭЛЕМЕНТ С РЕЗОНАНСНЫМИ ВСТАВКАМИ
2017143372.0,2019-06-13,ПРОТИВОВЗРЫВНАЯ ПАНЕЛЬ С ОДНОРАЗОВЫМИ РАЗРУШАЮЩИМИСЯ ЭЛЕМЕНТАМИ
2018102339.0,2019-07-23,ЗВУКОПОГЛОЩАЮЩАЯ КОНСТРУКЦИЯ
2017119624.0,2018-12-05,ГЕОКОМПОЗИТНОЕ ПОКРЫТИЕ С ДРЕНИРУЮЩИМ УСТРОЙСТВОМ
2016134320.0,2018-03-02,Сборно-разборное сооружение для арктической зоны
2018101107.0,2019-07-15,МАЛОШУМНАЯ КОНСТРУКЦИЯ ДЛЯ СЕЙСМОСТОЙКИХ ПРОИЗВОДСТВЕННЫХ ЗДАНИЙ
2018100321.0,2019-07-11,ЗВУКОПОГЛОЩАЮЩАЯ ОБЛИЦОВКА
2018100333.0,2019-07-10,ШТУЧНЫЙ ЗВУКОПОГЛОТИТЕЛЬ
2016131754.0,2018-02-06,СПОСОБ ПОДГОТОВКИ К КОНТРОЛЮ КАЧЕСТВА МОНОЛИТНОГО БЕТОНА В СБОРНО-МОНОЛИТНЫХ СТЕНАХ С ЭЛЕМЕНТАМИ НЕСЪЕМНОЙ ЖЕЛЕЗОБЕТОННОЙ ОПАЛУБКИ
2019103656.0,2020-08-10,МАЧТОВАЯ ВЫШКА И ОПОРНОЕ ОСНОВАНИЕ
2017143371.0,2019-06-13,ПРОТИВОВЗРЫВНАЯ ПАНЕЛЬ С ПРЕДОХРАНИТЕЛЬНОЙ ВТУЛКОЙ
2017146604.0,2019-06-28,АКУСТИЧЕСКИЙ ЭКРАН ДЛЯ БЕЗОПАСНОЙ ДЕЯТЕЛЬНОСТИ ЧЕЛОВЕКА-ОПЕРАТОРА
2017146611.0,2019-06-28,АКУСТИЧЕСКОЕ УСТРОЙСТВО
2017146619.0,2019-06-28,СТЕНД ДЛЯ ИССЛЕДОВАНИЯ АКУСТИЧЕСКИХ ХАРАКТЕРИСТИК ЗВУКОПОГЛОЩАЮЩИХ ЭЛЕМЕНТОВ В РЕВЕРБЕРАЦИОННОЙ КАМЕРЕ
2017146620.0,2019-06-28,СПОСОБ ИССЛЕДОВАНИЯ АКУСТИЧЕСКИХ ХАРАКТЕРИСТИК ОБЪЕКТОВ В ЗАГЛУШЕННОЙ КАМЕРЕ
2017100172.0,2018-07-10,Плавательный бассейн
2017131681.0,2019-03-12,ЗВУКОИЗОЛИРУЮЩЕЕ ОГРАЖДЕНИЕ
2017143363.0,2019-06-13,СПОСОБ ЗВУКОИЗОЛЯЦИИ
2017140452.0,2019-05-21,Поплавковая подводная гидростатическая капиллярная электростанция
2016130555.0,2018-01-30,Подземное специальное фортификационное сооружение
2017132885.0,2019-05-06,СТЕНОВАЯ СИСТЕМА
2017142921.0,2019-06-10,ВИБРОИЗОЛИРУЮЩИЙ ФУНДАМЕНТ С ИНЕРЦИОННЫМИ МАССАМИ
2017143116.0,2019-06-11,Водоотвод для скатной крыши многоэтажного здания
2017142735.0,2019-06-07,СПОСОБ ВЗРЫВОЗАЩИТЫ ВЗРЫВООПАСНЫХ ОБЪЕКТОВ
2017118710.0,2018-12-04,"КИНЕМАТИЧЕСКАЯ ОПОРА ХЕГАЯ СЕЙСМОСТОЙКОГО ЗДАНИЯ, СООРУЖЕНИЯ"
2017139084.0,2019-05-13,ЗВУКОПОГЛОЩАЮЩИЙ ЭЛЕМЕНТ РЕЗОНАНСНОГО ТИПА
2016144013.0,2018-05-11,"Горный спасательный комплекс для Homo Sapiens и членов его семьи (экипажа), генофонда живых организмов планеты ""Земля"" в условиях всемирного потопа, глобального оледенения и иных непредвиденных природных катастроф"
2017139058.0,2019-05-13,"Применение вибрационной машины для очистки от снега и льда крыш, имеющих скат и чердак"
2018112285.0,2019-10-08,СЕРДЕЧНИК АРМАТУРНОГО КАНАТА
2017110182.0,2018-09-27,ПРИВОД ЗАТВОРОВ ГИДРОТЕХНИЧЕСКИХ СООРУЖЕНИЙ С ВОЗМОЖНОСТЬЮ ЭКСТРЕННОГО РУЧНОГО ОПУСКАНИЯ И ПОДЪЕМА
2017136774.0,2019-04-18,РАБОЧЕЕ ОБОРУДОВАНИЕ ЭКСКАВАТОРА
2017115318.0,2018-11-02,СТЕНОВАЯ КОНСТРУКЦИЯ
2017116994.0,2018-11-19,Облицовочная панель
2017110826.0,2018-10-03,СТЕРЖЕНЬ ДЛЯ КИРПИЧНОЙ ПАНЕЛИ СЕЙСМОСТОЙКОГО ОБЪЕКТА
2017132043.0,2019-03-12,КАРКАС МНОГОПРОЛЕТНОГО ЗДАНИЯ
2017136790.0,2019-04-19,ПОЛИГОННЫЙ СТЕНД ДЛЯ ОПРЕДЕЛЕНИЯ УСЛОВИЙ СОЗДАНИЯ И ПОДДЕРЖАНИЯ ИСКУССТВЕННОЙ ПОЛЫНЬИ В СПЛОШНОМ ЛЬДУ
2017117444.0,2018-11-19,ПРЕДОХРАНИТЕЛЬНАЯ РАЗРУШАЮЩАЯСЯ КОНСТРУКЦИЯ
2017115210.0,2018-10-29,КРОНШТЕЙН ФАСАДНЫЙ ДЛЯ КРЕПЛЕНИЯ ПРОФИЛЯ (ВАРИАНТЫ)
2017114298.0,2018-10-25,СПОСОБ ВЗРЫВОЗАЩИТЫ ПРОИЗВОДСТВЕННЫХ ЗДАНИЙ
2017117692.0,2018-11-23,ЗДАНИЕ СЕЙСМОСТОЙКОЕ С КИРПИЧНОЙ СТЕНОВОЙ ПАНЕЛЬЮ
2017107576.0,2018-09-07,ЗВУКОПОГЛОЩАЮЩИЙ ЭЛЕМЕНТ КОЛЬЦЕВОГО ТИПА
2017125665.0,2019-01-17,СПОСОБ СОЗДАНИЯ УШИРЕНИЯ НА КОНЦЕ ВИНТОВОЙ СВАИ
2018109482.0,2019-09-19,Система управления процессом бурения при установке винтовых свай
2017110824.0,2018-10-03,БЛОЧНАЯ БЫСТРОВОЗВОДИМАЯ СЕЙСМОСТОЙКАЯ КОНСТРУКЦИЯ
2017121137.0,2018-12-17,ЗВУКОИЗОЛИРУЮЩИЙ КОЖУХ С СИСТЕМОЙ ВИБРОИЗОЛЯЦИИ ТЕХНОЛОГИЧЕСКОГО ОБОРУДОВАНИЯ
2017121140.0,2018-12-18,ЗВУКОИЗОЛИРУЮЩИЙ КОЖУХ С СИСТЕМОЙ АЭРОДИНАМИЧЕСКОГО ШУМОГЛУШЕНИЯ
2017121142.0,2018-12-17,ЗВУКОИЗОЛИРУЮЩИЙ КОЖУХ С СИСТЕМОЙ ВИБРОИЗОЛЯЦИИ
2017113756.0,2018-10-22,"Жилой модуль, автотранспортируемый, автономный, для постоянного круглогодичного проживания"
2018106407.0,2019-08-20,Способ защиты линейного кровельного окрытия от коробления его под воздействием изменения температуры окружающей среды
2019101307.0,2020-07-15,Наружный стеновой блок
2019100211.0,2020-07-10,СТАЛЕБЕТОННОЕ РЕБРИСТОЕ ПЕРЕКРЫТИЕ
2019100244.0,2020-07-10,Способ распределения капитальных вложений для восстановления зданий
2018127090.0,2020-01-24,Устройство для очистки водоёмов и добычи сапропеля
2017121168.0,2018-12-17,СПОСОБ АКУСТИЧЕСКОЙ ЗАЩИТЫ ОПЕРАТОРА
2017121149.0,2018-12-18,АВТОМАТИЧЕСКОЕ ПРЕДОХРАНИТЕЛЬНОЕ УСТРОЙСТВО СИСТЕМ БЕЗОПАСНОСТИ В ЧРЕЗВЫЧАЙНЫХ СИТУАЦИЯХ
2017121157.0,2018-12-17,СПОСОБ ЗАЩИТЫ ОПЕРАТОРА ОТ ПРОИЗВОДСТВЕННОГО ШУМА
2017121161.0,2018-12-17,ШУМОПОГЛОЩАЮЩАЯ ПАНЕЛЬ
2017121163.0,2018-12-17,АКУСТИЧЕСКАЯ КАБИНА
2017121177.0,2018-12-17,КОМПЛЕКС ДЛЯ АКУСТИЧЕСКОЙ ЗАЩИТЫ ОПЕРАТОРА
2017121156.0,2018-12-18,СПОСОБ ИССЛЕДОВАНИЯ АКУСТИЧЕСКИХ ХАРАКТЕРИСТИК ОБЪЕКТОВ В ЗАГЛУШЕННОЙ КАМЕРЕ
2017121162.0,2018-12-18,ЗВУКОПОГЛОЩАЮЩАЯ КОНСТРУКЦИЯ ДЛЯ ПРОИЗВОДСТВЕННЫХ ПОМЕЩЕНИЙ
2017121181.0,2018-12-17,ЗВУКОПОГЛОЩАЮЩИЙ ЭЛЕМЕНТ ВИНТОВОГО ТИПА
2016131663.0,2018-02-05,СОЕДИНИТЕЛЬ
2016131599.0,2018-02-07,УСТРОЙСТВО ДЛЯ ЗАМОРАЖИВАНИЯ ВЕРХНЕГО СЛОЯ ВОДНОГО ПОТОКА РЕКИ ИЛИ КАНАЛА В ЗИМНИЙ ПЕРИОД
2016131703.0,2018-02-07,УСТРОЙСТВО ДЛЯ ЗАМОРАЖИВАНИЯ ВЕРХНЕГО СЛОЯ ВОДНОГО ПОТОКА РЕКИ ИЛИ КАНАЛА В ЗИМНИЙ ПЕРИОД
2016131704.0,2018-02-06,СПОСОБ ЗАМОРАЖИВАНИЯ ВЕРХНЕГО СЛОЯ ВОДНОГО ПОТОКА РЕКИ ИЛИ КАНАЛА В ЗИМНИЙ ПЕРИОД
